order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount
O00741,2024-06-05,C0756,P0311,S004,In-Store,1,248.9,0.05,236.45
O00742,2023-06-16,C0347,P0929,S044,In-Store,1,34.13,0.2,27.3
O00743,2025-03-07,C0411,P1177,,Online,2,59.49,0.2,95.18
O00744,2025-02-06,C0230,P0660,S016,In-Store,1,161.23,0.05,153.17
O00745,2025-02-08,C0786,P0668,S041,In-Store,1,153.87,0.05,146.18
O00746,2024-08-14,C0588,P0726,S045,In-Store,2,268.98,0.05,511.06
O00747,2024-03-22,C0151,P0422,S006,In-Store,1,221.49,0.0,221.49
O00748,2023-12-30,C0040,P0260,S004,In-Store,1,116.29,0.1,104.66
O00749,2023-08-03,C0235,P0427,,Online,1,219.82,0.05,208.83
O00750,2025-02-05,C0277,P0477,S013,In-Store,1,202.25,0.1,182.03
O00751,2024-04-04,C0450,P0252,S024,In-Store,2,231.15,0.0,462.3
O00752,2024-10-18,C0761,P0427,S028,In-Store,3,219.82,0.2,527.57
O00753,2024-10-15,C0210,P0779,S007,In-Store,2,113.02,0.0,226.04
O00754,2024-10-01,C0518,P1184,S007,In-Store,2,32.67,0.05,62.07
O00755,2024-02-07,C0123,P1001,S022,In-Store,2,125.39,0.1,225.7
O00756,2024-09-25,C0215,P0185,S023,In-Store,1,189.67,0.2,151.74
O00757,2024-06-25,C0114,P0935,,Online,3,367.55,0.2,882.12
O00758,2023-07-06,C0409,P0204,S017,In-Store,2,200.67,0.1,361.21
O00759,2024-08-31,C0444,P0615,,Online,3,92.09,0.0,276.27
O00760,2023-05-06,C0399,P0965,,Online,1,264.41,0.1,237.97
O00761,2023-05-12,C0331,P0092,,Online,3,210.05,0.05,598.64
O00762,2024-08-23,C0009,P0262,S008,In-Store,2,48.1,0.2,76.96
O00763,2024-03-18,C0062,P0498,S055,In-Store,2,35.81,0.1,64.46
O00764,2023-09-23,C0424,P0322,S011,In-Store,2,40.71,0.05,77.35
O00765,2023-05-13,C0684,P0371,S059,In-Store,1,229.56,0.0,229.56
O00766,2024-03-26,C0030,P1018,,Online,3,167.01,0.2,400.82
O00767,2024-04-22,C0271,P0657,,Online,2,29.04,0.0,58.08
O00768,2023-09-11,C0481,P0070,S009,In-Store,1,235.0,0.2,188.0
O00769,2023-10-27,C0386,P1075,,Online,1,285.01,0.0,285.01
O00770,2023-06-14,C0228,P0188,S004,In-Store,1,302.59,0.0,302.59
O00771,2024-02-15,C0475,P0850,S034,In-Store,2,321.09,0.2,513.74
O00772,2025-03-12,C0617,P0001,S030,In-Store,1,13.26,0.1,11.93
O00773,2024-11-17,C0672,P1105,S039,In-Store,3,14.96,0.0,44.88
O00774,2025-02-16,C0766,P1169,,Online,1,50.9,0.05,48.35
O00775,2024-10-08,C0146,P0461,S047,In-Store,2,201.11,0.0,402.22
O00776,2024-09-04,C0289,P0215,,Online,1,203.42,0.1,183.08
O00777,2025-03-21,C0675,P0616,S029,In-Store,2,285.94,0.1,514.69
O00778,2024-01-31,C0134,P0671,S042,In-Store,1,50.49,0.05,47.97
O00779,2023-10-16,C0035,P0788,S050,In-Store,2,154.9,0.05,294.31
O00780,2024-03-20,C0014,P0292,S053,In-Store,1,106.04,0.05,100.74
O00781,2023-10-15,C0330,P0023,S030,In-Store,3,97.03,0.1,261.98
O00782,2024-01-07,C0591,P0830,S013,In-Store,3,200.01,0.2,480.02
O00783,2024-11-11,C0558,P0900,,Online,2,18.92,0.1,34.06
O00784,2024-04-04,C0526,P0690,S057,In-Store,1,140.54,0.05,133.51
O00785,2025-03-29,C0499,P1124,S006,In-Store,2,67.07,0.1,120.73
O00786,2024-04-09,C0269,P0129,S027,In-Store,1,27.78,0.0,27.78
O00787,2024-02-25,C0129,P0193,,Online,2,62.96,0.2,100.74
O00788,2023-07-11,C0123,P1127,S008,In-Store,3,119.95,0.1,323.87
O00789,2025-01-28,C0446,P1133,S005,In-Store,3,53.96,0.05,153.79
O00790,2025-01-20,C0523,P0399,,Online,1,64.47,0.05,61.25
O00791,2024-10-27,C0203,P0724,S049,In-Store,2,171.56,0.05,325.96
O00792,2023-10-13,C0543,P1075,,Online,1,285.01,0.1,256.51
O00793,2025-03-26,C0710,P1087,,Online,2,36.72,0.05,69.77
O00794,2023-10-07,C0169,P0463,S048,In-Store,2,192.98,0.05,366.66
O00795,2023-07-12,C0624,P0868,S017,In-Store,1,207.53,0.0,207.53
O00796,2023-12-30,C0410,P0607,S033,In-Store,1,12.56,0.2,10.05
O00797,2025-03-27,C0479,P0659,,Online,10,218.6,0.1,1967.4
O00798,2024-05-08,C0257,P1138,S013,In-Store,1,111.59,0.0,111.59
O00799,2023-11-01,C0420,P0287,,Online,1,300.41,0.05,285.39
O00800,2024-10-29,C0248,P0801,S041,In-Store,2,38.24,0.2,61.18
O00801,2023-10-04,C0198,P0509,S004,In-Store,2,222.66,0.05,423.05
O00802,2024-09-18,C0282,P0287,S007,In-Store,1,300.41,0.05,285.39
O00803,2023-06-18,C0145,P0564,S000,In-Store,1,331.22,0.0,331.22
O00804,2023-05-22,C0536,P0210,S038,In-Store,3,193.02,0.2,463.25
O00805,2023-12-17,C0448,P0611,S034,In-Store,3,121.34,0.2,291.22
O00806,2024-04-28,C0772,P0699,S017,In-Store,1,30.55,0.0,30.55
O00807,2023-10-06,C0261,P0231,S027,In-Store,1,103.03,0.05,97.88
O00808,2024-02-12,C0708,P0997,S014,In-Store,2,173.8,0.0,347.6
O00809,2025-01-06,C0749,P0742,,Online,1,237.5,0.2,190.0
O00810,2025-01-26,C0442,P0863,,Online,1,109.7,0.0,109.7
O00811,2024-05-16,C0286,P0564,S040,In-Store,2,331.22,0.1,596.2
O00812,2024-06-02,C0257,P0730,,Online,1,179.11,0.0,179.11
O00813,2024-07-12,C0497,P0497,S014,In-Store,3,54.61,0.2,131.06
O00814,2023-07-26,C0106,P0999,S053,In-Store,2,185.46,0.2,296.74
O00815,2023-08-25,C0683,P0783,,Online,1,59.11,0.0,59.11
O00816,2023-06-27,C0059,P0201,S007,In-Store,1,63.7,0.05,60.52
O00817,2024-12-09,C0688,P0863,S045,In-Store,1,109.7,0.0,109.7
O00818,2024-08-24,C0373,P0901,S036,In-Store,1,257.18,0.0,257.18
O00819,2023-05-04,C0643,P0884,S001,In-Store,3,173.32,0.05,493.96
O00820,2023-05-19,C0024,P0673,,Online,2,17.35,0.2,27.76
O00821,2023-12-28,C0746,P0935,S016,In-Store,2,367.55,0.1,661.59
O00822,2023-09-16,C0352,P0721,S015,In-Store,2,255.39,0.1,459.7
O00823,2023-10-16,C0048,P0664,S040,In-Store,1,191.74,0.1,172.57
O00824,2024-07-27,C0164,P0428,S055,In-Store,2,290.61,0.1,523.1
O00825,2024-07-22,C0771,P0713,S011,In-Store,1,175.75,0.2,140.6
O00826,2025-03-18,C0341,P0720,S047,In-Store,2,246.29,0.05,467.95
O00827,2023-06-03,C0313,P0207,S005,In-Store,1,176.19,0.2,140.95
O00828,2024-06-06,C0509,P0381,S012,In-Store,1,169.3,0.1,152.37
O00829,2023-09-06,C0497,P0718,S028,In-Store,1,73.4,0.1,66.06
O00830,2024-07-04,C0172,P0661,,Online,2,104.14,0.05,197.87
O00831,2023-09-02,C0518,P1147,,Online,2,262.37,0.05,498.5
O00832,2025-01-02,C0712,P0155,,Online,1,114.52,0.0,114.52
O00833,2025-01-19,C0679,P0828,S009,In-Store,1,33.22,0.1,29.9
O00834,2023-08-09,C0406,P0272,S006,In-Store,1,43.92,0.1,39.53
O00835,2023-09-03,C0084,P0663,S028,In-Store,1,164.71,0.0,164.71
O00836,2025-02-27,C0158,P0560,,Online,2,59.02,0.05,112.14
O00837,2023-09-22,C0224,P0502,S028,In-Store,1,256.28,0.05,243.47
O00838,2024-04-11,C0303,P0499,S054,In-Store,1,265.43,0.2,212.34
O00839,2023-10-27,C0424,P1139,S036,In-Store,1,222.83,0.05,211.69
O00840,2024-06-08,C0531,P1189,S036,In-Store,1,252.18,0.2,201.74
O00841,2023-06-13,C0723,P0745,S016,In-Store,1,16.81,0.2,13.45
O00842,2024-04-03,C0240,P0655,S004,In-Store,1,25.85,0.05,24.56
O00843,2023-10-02,C0719,P0505,S037,In-Store,2,231.34,0.05,439.55
O00844,2023-07-28,C0797,P1039,S034,In-Store,3,171.77,0.1,463.78
O00845,2023-12-13,C0618,P0466,S045,In-Store,2,135.41,0.05,257.28
O00846,2024-11-28,C0588,P0108,S028,In-Store,1,29.29,0.2,23.43
O00847,2024-06-06,C0066,P0350,,Online,2,169.74,0.2,271.58
O00848,2023-11-28,C0058,P0711,S045,In-Store,1,261.54,0.05,248.46
O00849,2023-07-11,C0362,P0133,S017,In-Store,1,50.24,0.1,45.22
O00850,2025-03-16,C0745,P0056,,In-Store,1,103.48,0.2,82.78
O00851,2025-01-09,C0136,P0811,,Online,1,13.23,0.2,10.58
O00852,2025-02-15,C0713,P0623,S036,In-Store,1,122.49,0.2,97.99
O00853,2024-07-16,C0552,P0199,S000,In-Store,2,115.92,0.0,231.84
O00854,2025-02-18,C0366,P1124,,Online,1,67.07,0.0,67.07
O00855,2025-02-16,C0542,P0847,S046,In-Store,1,292.23,0.05,277.62
O00856,2024-01-27,C0615,P0367,S001,In-Store,1,201.12,0.2,160.9
O00857,2024-05-11,C0339,P0182,,Online,2,60.65,0.2,97.04
O00858,2023-10-11,C0701,P0793,S024,In-Store,1,273.34,0.2,218.67
O00859,2023-09-13,C0351,P0374,,Online,2,190.53,0.1,342.95
O00860,2024-09-06,C0440,P0516,S011,In-Store,1,242.91,0.1,218.62
O00861,2024-07-12,C0232,P0719,S040,In-Store,1,330.88,0.0,330.88
O00862,2025-03-03,C0769,P0192,S001,In-Store,1,195.65,0.0,195.65
O00863,2025-01-19,C0060,P0764,,Online,1,241.25,0.0,241.25
O00864,2023-11-28,C0541,P0025,,Online,2,83.7,0.2,133.92
O00865,2024-05-29,C0581,P1153,S004,In-Store,2,152.8,0.05,290.32
O00866,2023-04-17,C0635,P1020,,Online,2,45.93,0.05,87.27
O00867,2025-02-18,C0099,P0316,S036,In-Store,2,150.05,0.05,285.1
O00868,2025-01-13,C0723,P0363,S052,In-Store,1,382.32,0.2,305.86
O00869,2025-01-27,C0039,P1100,S050,In-Store,1,74.54,0.0,74.54
O00870,2024-08-15,C0319,P0596,,Online,1,291.59,0.05,277.01
O00871,2024-10-23,C0171,P0204,S038,In-Store,3,200.67,0.05,571.91
O00872,2023-11-23,C0345,P0931,S035,In-Store,1,121.97,0.2,97.58
O00873,2023-05-26,C0119,P1135,,Online,2,65.37,0.05,124.2
O00874,2024-01-11,C0245,P1005,,Online,2,126.49,0.2,202.38
O00875,2023-08-17,C0060,P0983,S058,In-Store,3,149.62,0.0,448.86
O00876,2023-04-30,C0093,P0656,S036,In-Store,1,192.95,0.2,154.36
O00877,2024-06-05,C0658,P0411,,Online,2,232.21,0.05,441.2
O00878,2024-09-20,C0202,P0599,S027,In-Store,4,131.38,0.2,420.42
O00879,2024-04-14,C0084,P1004,,Online,1,232.49,0.0,232.49
O00880,2023-11-15,C0495,P0796,S050,In-Store,1,87.96,0.1,79.16
O00881,2025-03-31,C0715,P0112,S002,In-Store,1,314.05,0.05,298.35
O00882,2024-09-01,C0314,P1124,,In-Store,2,67.07,0.05,127.43
O00883,2024-09-10,C0756,P0098,S003,In-Store,1,120.73,0.1,108.66
O00884,2023-10-21,C0360,P1101,,Online,1,27.41,0.2,21.93
O00885,2023-10-03,C0536,P0365,S043,In-Store,2,251.05,0.0,502.1
O00886,2024-04-15,C0101,P0936,S057,In-Store,2,168.37,0.05,319.9
O00887,2024-08-30,C0074,P0416,S036,In-Store,2,166.68,0.0,333.36
O00888,2023-11-05,C0390,P0421,S007,In-Store,20,322.09,0.1,5797.6
O00889,2024-11-01,C0246,P0677,S024,In-Store,3,244.62,0.05,697.17
O00890,2024-04-12,C0411,P0091,,Online,1,27.29,0.05,25.93
O00891,2023-12-10,C0264,P0865,S045,In-Store,1,142.08,0.1,127.87
O00892,2024-01-30,C0669,P0558,S000,In-Store,1,178.04,0.2,142.43
O00893,2025-02-09,C0386,P0569,S012,In-Store,2,18.44,0.2,29.5
O00894,2024-01-01,C0010,P0809,,Online,2,127.42,0.2,203.87
O00895,2024-09-12,C0706,P0456,,Online,2,238.72,0.0,477.44
O00896,2023-09-10,C0698,P1000,,Online,3,144.44,0.1,389.99
O00897,2024-09-01,C0757,P0525,S045,In-Store,1,9.95,0.2,7.96
O00898,2023-11-23,C0293,P0583,S016,In-Store,3,13.6,0.0,40.8
O00899,2025-02-08,C0404,P0413,S035,In-Store,3,161.51,0.2,387.62
O00900,2024-09-27,C0530,P0073,S006,In-Store,2,10.3,0.0,20.6
O00901,2024-10-07,C0397,P0377,,Online,3,119.09,0.0,357.27
O00902,2023-05-18,C0630,P0759,S009,In-Store,1,71.59,0.2,57.27
O00903,2024-11-29,C0042,P1031,S012,In-Store,1,119.03,0.05,113.08
O00904,2024-10-04,C0044,P1164,,Online,1,70.62,0.05,67.09
O00905,2024-03-02,C0256,P0359,S012,In-Store,2,86.22,0.0,172.44
O00906,2023-05-31,C0156,P0597,S014,In-Store,1,105.66,0.05,100.38
O00907,2024-11-27,C0343,P0898,,Online,2,204.25,0.2,326.8
O00908,2024-01-27,C0251,P1082,,Online,3,35.93,0.05,102.4
O00909,2023-05-03,C0325,P0116,,Online,2,196.71,0.0,393.42
O00910,2025-01-05,C0547,P0035,S010,In-Store,2,270.68,0.1,487.22
O00911,2025-02-09,C0146,P0212,S000,In-Store,10,313.84,0.2,2510.7
O00912,2024-07-31,C0059,P0793,S007,In-Store,1,273.34,0.05,259.67
O00913,2023-12-03,C0036,P1154,S001,In-Store,3,111.2,0.2,266.88
O00914,2025-01-09,C0660,P0790,,Online,2,70.22,0.2,112.35
O00915,2025-03-06,C0766,P0486,S039,In-Store,1,92.81,0.1,83.53
O00916,2024-10-23,C0651,P0931,S057,In-Store,1,121.97,0.05,115.87
O00917,2025-02-22,C0368,P0458,,Online,1,296.72,0.05,281.88
O00918,2023-09-29,C0397,P0526,S023,In-Store,1,197.85,0.0,197.85
O00919,2024-03-09,C0307,P0294,,Online,3,139.28,0.2,334.27
O00920,2024-10-04,C0554,P0464,S008,In-Store,1,30.5,0.1,27.45
O00921,2023-04-30,C0415,P0862,S029,In-Store,2,105.88,0.2,169.41
O00922,2025-01-04,C0397,P0949,S020,In-Store,3,65.96,0.2,158.3
O00923,2025-02-20,C0542,P0421,,Online,1,322.09,0.05,305.99
O00924,2023-05-21,C0746,P0744,S035,In-Store,2,190.33,0.2,304.53
O00925,2024-07-05,C0314,P0437,S030,In-Store,2,31.48,0.0,62.96
O00926,2025-01-31,C0463,P0615,S049,In-Store,2,92.09,0.2,147.34
O00927,2024-10-16,C0222,P0691,S010,In-Store,4,258.99,0.2,828.77
O00928,2024-10-19,C0442,P0369,S001,In-Store,1,314.41,0.05,298.69
O00929,2024-10-04,C0683,P0352,,Online,3,289.95,0.05,826.36
O00930,2024-07-09,C0588,P0405,,Online,1,226.02,0.1,203.42
O00931,2024-04-19,C0756,P0267,S031,In-Store,2,349.07,0.1,628.33
O00932,2023-08-30,C0781,P1086,S056,In-Store,2,80.63,0.0,161.26
O00933,2023-07-06,C0636,P0133,,Online,1,50.24,0.0,50.24
O00934,2023-07-06,C0054,P0678,S020,In-Store,2,109.85,0.1,197.73
O00935,2024-06-28,C0154,P0436,S004,In-Store,1,141.0,0.1,126.9
O00936,2025-04-01,C0323,P1194,S028,In-Store,2,50.75,0.2,81.2
O00937,2024-11-16,C0179,P0593,S051,In-Store,2,71.58,0.05,136.0
O00938,2024-03-15,C0155,P0334,S034,In-Store,2,135.83,0.2,217.33
O00939,2024-03-17,C0565,P0961,S017,In-Store,3,123.39,0.05,351.66
O00940,2023-07-04,C0679,P0300,S006,In-Store,2,138.12,0.0,276.24
O00941,2023-09-13,C0390,P0968,S010,In-Store,2,177.96,0.0,355.92
O00942,2024-01-05,C0371,P0903,S011,In-Store,1,221.79,0.2,177.43
O00943,2023-09-14,C0503,P1160,S021,In-Store,1,153.34,0.0,153.34
O00944,2025-01-03,C0070,P0362,,Online,3,149.41,0.1,403.41
O00945,2024-08-10,C0153,P0227,S050,In-Store,3,252.06,0.05,718.37
O00946,2024-04-03,C0328,P0598,S017,In-Store,1,169.19,0.0,169.19
O00947,2023-10-10,C0506,P0032,S037,In-Store,2,175.11,0.2,280.18
O00948,2024-06-23,C0373,P0517,,Online,1,203.43,0.1,183.09
O00949,2023-12-12,C0024,P1002,S010,In-Store,3,97.52,0.0,292.56
O00950,2023-07-02,C0717,P0627,,Online,2,122.0,0.2,195.2
O00951,2023-05-29,C0279,P0938,S021,In-Store,3,186.04,0.0,558.12
O00952,2023-04-16,C0639,P0021,S001,In-Store,1,77.31,0.1,69.58
O00953,2024-12-21,C0481,P0778,,In-Store,1,49.55,0.1,44.59
O00954,2024-12-09,C0343,P0751,S054,In-Store,2,186.43,0.2,298.29
O00955,2023-06-16,C0350,P0271,S046,In-Store,2,26.58,0.1,47.84
O00956,2025-04-09,C0500,P0576,,Online,1,323.53,0.2,258.82
O00957,2025-01-21,C0086,P0652,S057,In-Store,1,171.03,0.0,171.03
O00958,2024-03-27,C0131,P0219,,Online,2,125.63,0.05,238.7
O00959,2024-08-23,C0157,P1171,S049,In-Store,2,230.62,0.0,461.24
O00960,2023-04-25,C0009,P0027,S021,In-Store,1,236.79,0.0,236.79
O00961,2024-05-10,C0641,P0943,S021,In-Store,3,181.12,0.0,543.36
O00962,2024-05-20,C0057,P0284,,Online,3,19.54,0.0,58.62
O00963,2023-05-03,C0735,P0187,,Online,2,246.22,0.05,467.82
O00964,2023-06-30,C0734,P0162,S040,In-Store,2,252.67,0.05,480.07
O00965,2025-02-26,C0202,P1014,S011,In-Store,2,184.27,0.2,294.83
O00966,2024-07-19,C0692,P0528,S003,In-Store,1,102.08,0.2,81.66
O00967,2023-07-05,C0006,P0162,,Online,2,252.67,0.05,480.07
O00968,2024-11-08,C0555,P1178,S044,In-Store,1,63.25,0.0,63.25
O00969,2025-01-28,C0077,P0385,,Online,2,158.79,0.1,285.82
O00970,2024-01-28,C0233,P0332,S053,In-Store,1,159.7,0.1,143.73
O00971,2023-06-26,C0518,P0584,,Online,3,90.01,0.1,243.03
O00972,2025-04-05,C0753,P0493,S041,In-Store,1,178.11,0.1,160.3
O00973,2024-05-05,C0165,P0132,,Online,1,63.3,0.2,50.64
O00974,2024-04-09,C0750,P0123,S052,In-Store,1,159.16,0.2,127.33
O00975,2024-02-02,C0782,P0913,,Online,1,211.23,0.0,211.23
O00976,2023-05-30,C0789,P0740,S038,In-Store,3,149.47,0.0,448.41
O00977,2024-02-07,C0744,P0653,S047,In-Store,1,62.89,0.2,50.31
O00978,2023-05-25,C0307,P1001,S047,In-Store,3,125.39,0.05,357.36
O00979,2025-02-03,C0174,P0087,S026,In-Store,2,222.39,0.2,355.82
O00980,2023-07-12,C0332,P0825,S057,In-Store,1,138.88,0.2,111.1
O00981,2024-09-29,C0145,P0789,S001,In-Store,1,77.75,0.05,73.86
O00982,2024-05-04,C0390,P0305,S000,In-Store,3,89.57,0.2,214.97
O00983,2023-11-22,C0677,P0353,,Online,1,157.81,0.05,149.92
O00984,2023-06-25,C0016,P0801,S017,In-Store,1,38.24,0.1,34.42
O00985,2024-12-25,C0509,P0803,,Online,3,180.46,0.1,487.24
O00986,2025-04-10,C0498,P1022,S017,In-Store,2,146.67,0.05,278.67
O00987,2024-06-11,C0681,P0122,S006,In-Store,1,83.05,0.0,83.05
O00988,2023-07-27,C0722,P0976,S009,In-Store,2,290.2,0.05,551.38
O00989,2023-11-08,C0506,P0443,S000,In-Store,1,283.37,0.1,255.03
O00990,2024-04-12,C0346,P0636,S027,In-Store,3,168.98,0.0,506.94
O00991,2025-02-09,C0542,P0577,S023,In-Store,3,309.01,0.05,880.68
O00992,2024-07-01,C0484,P0129,,Online,2,27.78,0.1,50.0
O00993,2025-03-08,C0214,P0668,S058,In-Store,2,153.87,0.1,276.97
O00994,2025-01-31,C0487,P0574,S036,In-Store,3,224.11,0.1,605.1
O00995,2024-06-26,C0130,P0659,S036,In-Store,1,218.6,0.05,207.67
O00996,2025-02-02,C0624,P0485,S015,In-Store,1,23.82,0.2,19.06
O00997,2023-05-02,C0019,P0641,S006,In-Store,2,240.92,0.2,385.47
O00998,2025-02-15,C0638,P0658,,Online,4,136.72,0.2,437.5
O00999,2023-06-18,C0745,P0544,,Online,1,312.32,0.2,249.86
O01000,2023-07-16,C0698,P0565,S023,In-Store,1,129.36,0.0,129.36
O01001,2024-01-18,C0228,P0006,S052,In-Store,2,233.12,0.2,372.99
O01002,2023-12-31,C0396,P0558,S031,In-Store,1,178.04,0.1,160.24
O01003,2023-12-28,C0549,P0409,S041,In-Store,1,263.72,0.05,250.53
O01004,2023-04-12,C0611,P0246,,Online,3,40.0,0.0,120.0
O01005,2023-05-18,C0199,P1072,S018,In-Store,4,200.65,0.05,762.47
O01006,2023-04-28,C0433,P0022,,Online,2,124.36,0.05,236.28
O01007,2024-02-17,C0025,P0059,S048,In-Store,1,37.27,0.2,29.82
O01008,2023-10-29,C0476,P0302,S024,In-Store,1,32.61,0.05,30.98
O01009,2024-06-17,C0776,P0643,,Online,2,252.43,0.1,454.37
O01010,2024-11-10,C0202,P0928,,Online,3,175.55,0.05,500.32
O01011,2025-01-20,C0017,P0253,,Online,2,284.82,0.1,512.68
O01012,2023-11-14,C0377,P0290,S046,In-Store,1,209.97,0.2,167.98
O01013,2024-04-25,C0643,P0889,S025,In-Store,1,13.19,0.05,12.53
O01014,2025-01-23,C0778,P0070,S020,In-Store,1,235.0,0.0,235.0
O01015,2023-11-11,C0057,P0270,,In-Store,2,245.33,0.0,490.66
O01016,2023-05-02,C0104,P1070,,Online,2,20.86,0.05,39.63
O01017,2024-08-24,C0368,P0731,S026,In-Store,1,138.18,0.1,124.36
O01018,2023-09-16,C0504,P0820,S033,In-Store,3,310.73,0.2,745.75
O01019,2024-07-26,C0405,P0317,S005,In-Store,2,171.54,0.05,325.93
O01020,2025-01-04,C0118,P0534,,Online,3,53.64,0.0,160.92
O01021,2025-01-07,C0571,P0049,,Online,1,186.29,0.05,176.98
O01022,2023-09-14,C0043,P0448,S017,In-Store,1,117.04,0.05,111.19
O01023,2023-05-14,C0140,P1025,S024,In-Store,1,121.03,0.2,96.82
O01024,2023-06-17,C0783,P0593,S042,In-Store,2,71.58,0.2,114.53
O01025,2025-04-01,C0041,P0409,S013,In-Store,3,263.72,0.05,751.6
O01026,2024-04-23,C0007,P0715,S037,In-Store,2,377.17,0.1,678.91
O01027,2024-07-30,C0168,P0813,,Online,1,126.97,0.0,126.97
O01028,2025-02-06,C0762,P0576,,Online,1,323.53,0.1,291.18
O01029,2024-05-27,C0163,P0412,S016,In-Store,3,108.31,0.1,292.44
O01030,2024-06-05,C0266,P0804,,Online,1,74.98,0.1,67.48
O01031,2023-08-22,C0456,P1048,S013,In-Store,3,60.3,0.05,171.85
O01032,2023-11-29,C0396,P0218,S055,In-Store,1,184.74,0.05,175.5
O01033,2023-06-05,C0583,P0611,S043,In-Store,3,121.34,0.05,345.82
O01034,2024-06-14,C0310,P0739,S041,In-Store,2,144.18,0.05,273.94
O01035,2025-04-07,C0258,P0444,S019,In-Store,1,32.76,0.0,32.76
O01036,2023-05-26,C0185,P0683,,Online,1,27.06,0.2,21.65
O01037,2023-11-06,C0468,P0800,S010,In-Store,1,100.39,0.2,80.31
O01038,2023-10-11,C0611,P0584,S042,In-Store,2,90.01,0.05,171.02
O01039,2023-11-11,C0109,P0000,S039,In-Store,2,64.65,0.0,129.3
O01040,2024-12-22,C0280,P0000,S024,In-Store,1,64.65,0.05,61.42
O01041,2023-10-10,C0376,P0440,S027,In-Store,1,233.08,0.1,209.77
O01042,2023-08-16,C0427,P0045,,Online,2,198.66,0.0,397.32
O01043,2023-08-08,C0309,P0290,,Online,1,209.97,0.05,199.47
O01044,2023-09-11,C0651,P0062,S059,In-Store,2,234.63,0.2,375.41
O01045,2024-02-05,C0115,P0176,S029,In-Store,1,273.81,0.1,246.43
O01046,2024-09-11,C0719,P1153,S046,In-Store,1,152.8,0.05,145.16
O01047,2024-09-19,C0407,P0772,,Online,1,121.36,0.2,97.09
O01048,2023-09-01,C0476,P0844,,Online,1,106.04,0.0,106.04
O01049,2023-06-09,C0045,P0129,S056,In-Store,1,27.78,0.1,25.0
O01050,2025-02-22,C0736,P0981,,Online,1,11.42,0.1,10.28
O01051,2023-12-15,C0278,P0385,,Online,3,158.79,0.2,381.1
O01052,2024-02-10,C0665,P0090,S053,In-Store,1,242.17,0.2,193.74
O01053,2024-09-27,C0719,P1000,S045,In-Store,2,144.44,0.0,288.88
O01054,2025-03-05,C0090,P0752,S030,In-Store,2,273.69,0.05,520.01
O01055,2023-09-26,C0380,P1128,S020,In-Store,2,153.7,0.1,276.66
O01056,2024-09-24,C0594,P0822,S022,In-Store,1,79.83,0.1,71.85
O01057,2023-10-16,C0688,P1012,S026,In-Store,1,188.59,0.1,169.73
O01058,2023-11-23,C0088,P0518,S021,In-Store,3,173.43,0.1,468.26
O01059,2025-01-11,C0461,P1104,S010,In-Store,3,354.64,0.0,1063.92
O01060,2023-12-14,C0640,P0297,S034,In-Store,1,181.74,0.05,172.65
O01061,2023-12-03,C0587,P0285,S050,In-Store,1,86.63,0.05,82.3
O01062,2024-07-11,C0405,P0167,S056,In-Store,1,122.4,0.0,122.4
O01063,2023-10-08,C0557,P0085,S036,In-Store,1,88.88,0.0,88.88
O01064,2023-07-25,C0563,P0337,S043,In-Store,2,134.08,0.1,241.34
O01065,2023-07-31,C0333,P0764,S025,In-Store,1,241.25,0.2,193.0
O01066,2024-10-02,C0359,P0835,S006,In-Store,4,147.06,0.05,558.83
O01067,2024-12-11,C0464,P0318,S057,In-Store,3,80.1,0.05,228.28
O01068,2023-07-02,C0059,P1033,S031,In-Store,2,251.96,0.05,478.72
O01069,2023-04-21,C0711,P0627,,Online,3,122.0,0.2,292.8
O01070,2024-09-26,C0214,P1109,S017,In-Store,3,200.18,0.05,570.51
O01071,2023-07-16,C0031,P0605,,Online,1,216.21,0.05,205.4
O01072,2023-06-04,C0696,P0146,,Online,1,297.56,0.2,238.05
O01073,2023-05-20,C0432,P0732,,In-Store,2,186.46,0.1,335.63
O01074,2023-10-05,C0383,P0426,S039,In-Store,2,289.27,0.2,462.83
O01075,2025-02-13,C0607,P0085,S002,In-Store,2,88.88,0.2,142.21
O01076,2023-12-16,C0031,P0523,S055,In-Store,1,228.06,0.2,182.45
O01077,2025-03-20,C0788,P0200,S037,In-Store,1,213.08,0.1,191.77
O01078,2023-12-14,C0701,P1004,,In-Store,1,232.49,0.0,232.49
O01079,2023-12-19,C0777,P0177,S034,In-Store,1,128.6,0.0,128.6
O01080,2025-02-12,C0741,P0192,S047,In-Store,3,195.65,0.1,528.26
O01081,2024-03-27,C0480,P0070,S035,In-Store,1,235.0,0.2,188.0
O01082,2024-09-23,C0420,P0194,,Online,2,45.47,0.05,86.39
O01083,2024-01-27,C0691,P0057,S028,In-Store,3,190.01,0.0,570.03
O01084,2023-06-14,C0474,P0562,S024,In-Store,4,274.7,0.0,1098.8
O01085,2025-03-26,C0120,P1058,S057,In-Store,1,219.39,0.2,175.51
O01086,2023-10-16,C0166,P0081,,Online,2,102.43,0.1,184.37
O01087,2024-12-11,C0703,P0317,S004,In-Store,2,171.54,0.05,325.93
O01088,2024-12-25,C0255,P0011,S047,In-Store,2,144.13,0.05,273.85
O01089,2024-12-23,C0044,P0619,,Online,1,181.23,0.1,163.11
O01090,2024-02-23,C0597,P1010,,Online,2,228.83,0.2,366.13
