product_id,product_name,category,brand,cost_price,unit_price,margin_pct
P0401,BrandB While,Personal Care,BrandC,58.66,93.92,37.54
P0402,BrandB Few,Personal Care,BrandD,14.14,19.94,29.09
P0403,BrandD Official,Home & Kitchen,BrandD,84.61,115.91,27.0
P0404,BrandB Recognize,Personal Care,BrandB,170.62,233.86,27.04
P0405,BrandB Charge,Personal Care,BrandA,114.67,226.02,49.27
P0406,BrandB Knowledge,Personal Care,BrandB,54.72,76.46,28.43
P0407,BrandA Purpose,Personal Care,BrandC,23.03,40.35,42.92
P0408,BrandB Traditional,Electronics,BrandC,78.55,129.17,39.19
P0409,BrandA Technology,Electronics,BrandB,161.91,263.72,38.61
P0410,BrandB Much,Personal Care,BrandB,174.55,244.31,28.55
P0411,BrandA Policy,Apparel,,192.61,232.21,17.05
P0412,BrandD I,Apparel,BrandB,82.34,108.31,23.98
P0413,BrandC Sell,Home & Kitchen,BrandD,95.92,161.51,40.61
P0414,BrandC Both,Home & Kitchen,BrandC,105.0,162.49,35.38
P0415,BrandA Analysis,Personal Care,BrandC,183.29,262.77,30.25
P0416,BrandD Central,Electronics,BrandB,149.54,166.68,10.28
P0417,BrandD Its,Home & Kitchen,BrandB,43.26,56.54,23.49
P0418,BrandB Including,Personal Care,BrandC,55.18,101.5,45.64
P0419,BrandD Build,Personal Care,BrandB,147.89,209.55,29.42
P0420,BrandB Particular,Personal Care,BrandB,183.8,291.86,37.02
P0421,BrandA Necessary,Electronics,BrandA,189.31,322.09,41.22
P0422,BrandA Rate,Personal Care,BrandB,169.3,221.49,23.56
P0423,BrandB Community,Electronics,,103.62,148.79,30.36
P0424,BrandD First,Personal Care,BrandA,6.29,10.04,37.35
P0425,BrandA Step,Electronics,BrandC,109.47,148.66,26.36
P0426,BrandD Author,Apparel,BrandA,184.02,289.27,36.38
P0427,BrandB Author,Apparel,,163.97,219.82,25.41
P0428,BrandD Less,Electronics,BrandC,192.06,290.61,33.91
P0429,BrandB Watch,Apparel,BrandC,138.39,257.83,46.33
P0430,BrandA Place,Electronics,BrandD,78.96,126.13,37.4
P0431,BrandA Agree,Electronics,BrandB,21.12,39.3,46.26
P0432,BrandC Movement,Electronics,BrandA,49.8,95.18,47.68
P0433,BrandD Determine,Home & Kitchen,BrandA,185.21,317.82,41.72
P0434,BrandC Follow,Electronics,BrandB,186.11,257.4,27.7
P0435,BrandB Team,Apparel,BrandD,186.13,254.88,26.97
P0436,BrandB Pay,Personal Care,BrandC,79.85,141.0,43.37
P0437,BrandA Many,Home & Kitchen,BrandA,24.05,31.48,23.6
P0438,BrandA Raise,Home & Kitchen,BrandD,193.94,270.3,28.25
P0439,BrandC Address,Personal Care,,49.49,79.07,37.41
P0440,BrandD Return,Personal Care,BrandB,137.54,233.08,40.99
P0441,BrandA Remember,Home & Kitchen,BrandB,144.06,169.1,14.81
P0442,BrandB Young,Personal Care,BrandB,149.23,206.69,27.8
P0443,BrandA Bed,Electronics,BrandA,188.88,283.37,33.35
P0444,BrandC Choice,Electronics,BrandB,22.02,32.76,32.78
P0445,BrandD Show,Electronics,BrandA,22.48,35.94,37.45
P0446,BrandC Whole,Personal Care,BrandA,61.91,89.71,30.99
P0447,BrandA About,Apparel,BrandB,138.64,173.65,20.16
P0448,BrandC Letter,Home & Kitchen,BrandC,101.16,117.04,13.57
P0449,BrandD What,Home & Kitchen,BrandD,63.45,114.49,44.58
P0450,BrandC Base,Home & Kitchen,BrandB,145.58,225.1,35.33
P0451,BrandB Sell,Personal Care,BrandA,31.42,34.75,9.58
P0452,BrandD Happen,Home & Kitchen,BrandD,161.79,225.95,28.4
P0453,BrandC Down,Personal Care,BrandB,63.58,104.45,39.13
P0454,BrandB Performance,Personal Care,BrandC,39.64,57.81,31.43
P0455,BrandC Back,Home & Kitchen,BrandD,193.71,349.41,44.56
P0456,BrandC Leg,Personal Care,BrandC,164.22,238.72,31.21
P0457,BrandA Resource,Apparel,BrandB,137.93,220.01,37.31
P0458,BrandD Force,Apparel,BrandD,160.55,296.72,45.89
P0459,BrandA Me,Personal Care,BrandD,32.14,44.11,27.14
P0460,BrandC Miss,Apparel,BrandD,158.87,185.33,14.28
P0461,BrandD Training,Personal Care,BrandD,111.01,201.11,44.8
P0462,BrandC Ever,Electronics,BrandA,154.95,262.15,40.89
P0463,BrandC Front,Apparel,BrandA,114.83,192.98,40.5
P0464,BrandD Receive,Home & Kitchen,BrandD,25.66,30.5,15.87
P0465,BrandB Exist,Apparel,BrandD,77.95,118.23,34.07
P0466,BrandB Ok,Home & Kitchen,BrandA,99.14,135.41,26.79
P0467,BrandA Performance,Electronics,BrandB,72.92,102.73,29.02
P0468,BrandB Forget,Personal Care,BrandC,97.85,146.22,33.08
P0469,BrandD Keep,Home & Kitchen,BrandA,63.55,116.24,45.33
P0470,BrandA Site,Electronics,BrandC,131.35,224.53,41.5
P0471,BrandB Back,Apparel,BrandB,112.62,157.43,28.46
P0472,BrandD Wear,Personal Care,BrandB,160.56,267.62,40.0
P0473,BrandB Ever,Personal Care,BrandD,10.69,17.67,39.5
P0474,BrandB Condition,Personal Care,BrandD,80.82,140.16,42.34
P0475,BrandB Particular,Home & Kitchen,BrandA,117.58,213.94,45.04
P0476,BrandB Course,Home & Kitchen,BrandC,43.43,52.23,16.85
P0477,BrandD Attorney,Home & Kitchen,BrandD,124.21,202.25,38.59
P0478,BrandC Window,Home & Kitchen,BrandD,125.39,229.76,45.43
P0479,BrandC Bed,Electronics,BrandB,66.07,86.86,23.94
P0480,BrandA Glass,Apparel,BrandC,140.22,218.71,35.89
P0481,BrandD According,Apparel,BrandD,87.49,134.56,34.98
P0482,BrandB Reach,Apparel,BrandD,61.32,77.78,21.16
P0483,BrandD Buy,Electronics,BrandC,190.61,292.81,34.9
P0484,BrandB Effect,Personal Care,BrandD,84.78,130.78,35.17
P0485,BrandD Political,Personal Care,BrandB,21.12,23.82,11.34
P0486,BrandB Into,Home & Kitchen,BrandA,58.6,92.81,36.86
P0487,BrandB Will,Personal Care,BrandD,112.2,134.85,16.8
P0488,BrandA Executive,Home & Kitchen,BrandC,110.7,197.17,43.86
P0489,BrandD Girl,Apparel,BrandD,24.97,46.12,45.86
P0490,BrandB Five,Home & Kitchen,BrandA,92.7,131.05,29.26
P0491,BrandA Chance,Personal Care,BrandA,156.25,205.2,23.85
P0492,BrandC Administration,Personal Care,BrandB,125.15,226.07,44.64
P0493,BrandB Lay,Electronics,BrandC,108.79,178.11,38.92
P0494,BrandB Reveal,Home & Kitchen,BrandC,61.42,82.34,25.41
P0495,BrandA Never,Apparel,BrandD,184.16,367.07,49.83
P0496,BrandB Where,Apparel,BrandB,33.52,46.59,28.05
P0497,BrandB Country,Personal Care,BrandD,32.72,54.61,40.08
P0498,BrandD South,Personal Care,BrandD,19.73,35.81,44.9
P0499,BrandA Author,Personal Care,BrandC,140.47,265.43,47.08
P0500,BrandD What,Personal Care,BrandC,118.48,222.98,46.87
P0501,BrandA Book,Personal Care,BrandC,170.77,310.14,44.94
P0502,BrandD Hard,Apparel,BrandD,165.85,256.28,35.29
P0503,BrandC Entire,Home & Kitchen,BrandC,111.73,136.04,17.87
P0504,BrandD Nice,Home & Kitchen,BrandA,13.96,23.22,39.88
P0505,BrandD Again,Electronics,BrandA,186.24,231.34,19.5
P0506,BrandD Suggest,Electronics,BrandD,44.45,76.44,41.85
P0507,BrandB Prepare,Home & Kitchen,BrandB,175.51,331.53,47.06
P0508,BrandA Scientist,Home & Kitchen,BrandC,21.07,35.78,41.11
P0509,BrandB Offer,Electronics,BrandD,126.99,222.66,42.97
P0510,BrandB Structure,Personal Care,BrandA,142.22,156.58,9.17
P0511,BrandD Certainly,Electronics,BrandB,120.77,189.31,36.21
P0512,BrandD Once,Electronics,BrandA,140.64,258.13,45.52
P0513,BrandD Yet,Apparel,BrandD,18.81,27.18,30.79
P0514,BrandA Federal,Electronics,BrandC,76.67,104.99,26.97
P0515,BrandD Range,Apparel,BrandB,18.34,29.47,37.77
P0516,BrandB Great,Personal Care,BrandC,145.87,242.91,39.95
P0517,BrandB Police,Personal Care,BrandD,172.69,203.43,15.11
P0518,BrandA War,Apparel,BrandA,119.97,173.43,30.83
P0519,BrandD Cup,Home & Kitchen,BrandB,53.32,89.59,40.48
P0520,BrandB Blue,Home & Kitchen,BrandA,170.34,288.31,40.92
P0521,BrandC Head,Apparel,BrandB,150.83,206.03,26.79
P0522,BrandA Citizen,Apparel,BrandD,80.25,105.69,24.07
P0523,BrandA Director,Electronics,,187.12,228.06,17.95
P0524,BrandD See,Home & Kitchen,BrandB,153.73,301.16,48.95
P0525,BrandA Democratic,Electronics,BrandA,7.69,9.95,22.71
P0526,BrandA Arrive,Personal Care,BrandC,127.57,197.85,35.52
P0527,BrandD Decide,Personal Care,BrandD,21.07,33.35,36.82
P0528,BrandB Evening,Home & Kitchen,BrandA,65.43,102.08,35.9
P0529,BrandB Hope,Apparel,BrandC,81.19,135.66,40.15
P0530,BrandA Firm,Home & Kitchen,BrandD,147.34,274.32,46.29
P0531,BrandA Week,Apparel,BrandA,185.3,223.17,16.97
P0532,BrandA Candidate,Home & Kitchen,BrandB,28.29,49.14,42.43
P0533,BrandA Become,Apparel,BrandD,190.84,299.75,36.33
P0534,BrandC Region,Apparel,BrandC,29.75,53.64,44.54
P0535,BrandC Produce,Electronics,BrandA,70.33,104.54,32.72
P0536,BrandA Live,Home & Kitchen,BrandA,101.75,158.7,35.89
P0537,BrandA Someone,Personal Care,BrandB,76.7,101.98,24.79
P0538,BrandA Read,Electronics,BrandB,149.45,164.74,9.28
P0539,BrandA Painting,Apparel,BrandA,96.99,140.12,30.78
P0540,BrandB As,Apparel,BrandA,112.81,216.88,47.99
P0541,BrandD Tough,Apparel,BrandC,53.41,102.78,48.03
P0542,BrandC Drop,Home & Kitchen,BrandA,116.45,140.61,17.18
P0543,BrandA Look,Apparel,BrandB,161.85,320.99,49.58
P0544,BrandD Available,Electronics,BrandD,173.88,312.32,44.33
P0545,BrandC As,Home & Kitchen,BrandA,112.85,124.94,9.68
P0546,BrandB Hospital,Home & Kitchen,BrandC,149.22,196.72,24.15
P0547,BrandC Dark,Personal Care,BrandB,147.83,235.33,37.18
P0548,BrandB Note,Apparel,BrandA,186.82,209.52,10.83
P0549,BrandC Drop,Electronics,BrandC,5.29,8.95,40.89
P0550,BrandC Wish,Electronics,BrandB,108.31,142.36,23.92
P0551,BrandD Condition,Electronics,BrandB,143.77,170.18,15.52
P0552,BrandB President,Personal Care,BrandC,94.4,167.38,43.6
P0553,BrandA Shoulder,Apparel,BrandD,19.59,31.56,37.93
P0554,BrandD Simple,Apparel,BrandB,61.88,115.46,46.41
P0555,BrandD Institution,Home & Kitchen,BrandC,93.29,122.23,23.68
P0556,BrandB Agent,Apparel,BrandA,35.31,44.06,19.86
P0557,BrandD Name,Home & Kitchen,BrandD,28.54,40.6,29.7
P0558,BrandB Specific,Personal Care,BrandC,95.35,178.04,46.44
P0559,BrandA Character,Apparel,BrandC,166.15,286.97,42.1
P0560,BrandA Effort,Apparel,BrandC,33.92,59.02,42.53
P0561,BrandC Several,Personal Care,BrandA,137.05,182.85,25.05
P0562,BrandB Charge,Electronics,BrandD,171.65,274.7,37.51
P0563,BrandB Require,Electronics,BrandD,24.87,45.12,44.88
P0564,BrandA Eat,Electronics,BrandA,166.92,331.22,49.6
P0565,BrandB Sister,Apparel,BrandD,77.59,129.36,40.02
P0566,BrandA Now,Home & Kitchen,BrandA,9.25,10.71,13.63
P0567,BrandD Them,Apparel,BrandA,181.49,335.11,45.84
P0568,BrandC Person,Electronics,BrandA,188.74,216.22,12.71
P0569,BrandD Loss,Personal Care,BrandD,10.75,18.44,41.7
P0570,BrandB Marriage,Home & Kitchen,,182.12,245.4,25.79
P0571,BrandD Enough,Apparel,BrandA,124.75,206.5,39.59
P0572,BrandC Responsibility,Personal Care,BrandD,177.14,271.22,34.69
P0573,BrandA Think,Home & Kitchen,BrandD,31.76,40.64,21.85
P0574,BrandB Little,Electronics,BrandD,157.47,224.11,29.74
P0575,BrandD Help,Home & Kitchen,BrandC,80.73,101.87,20.75
P0576,BrandC Floor,Apparel,BrandA,179.67,323.53,44.47
P0577,BrandA Only,Personal Care,BrandC,154.53,309.01,49.99
P0578,BrandB Recent,Electronics,BrandB,133.09,178.32,25.36
P0579,BrandA See,Apparel,BrandD,74.19,137.64,46.1
P0580,BrandB Foot,Apparel,BrandB,120.54,220.06,45.22
P0581,BrandC Quality,Electronics,BrandC,189.77,305.01,37.78
P0582,BrandB Name,Personal Care,BrandC,39.23,44.49,11.82
P0583,BrandA History,Apparel,BrandB,8.89,13.6,34.63
P0584,BrandC Military,Apparel,BrandB,71.45,90.01,20.62
P0585,BrandC Bill,Electronics,BrandA,33.8,58.62,42.34
P0586,BrandB And,Electronics,BrandC,192.31,276.2,30.37
P0587,BrandD Offer,Electronics,BrandC,63.84,78.06,18.22
P0588,BrandB Economy,Personal Care,BrandD,131.59,165.38,20.43
P0589,BrandC Today,Apparel,BrandB,78.78,138.7,43.2
P0590,BrandC Source,Apparel,BrandB,147.12,287.46,48.82
P0591,BrandD Them,Electronics,BrandB,122.47,236.24,48.16
P0592,BrandB Conference,Electronics,BrandD,32.43,57.43,43.53
P0593,BrandB Specific,Home & Kitchen,BrandC,37.74,71.58,47.28
P0594,BrandA And,Home & Kitchen,BrandD,7.22,9.3,22.37
P0595,BrandA Style,Home & Kitchen,BrandC,158.47,277.06,42.8
P0596,BrandA Reveal,Personal Care,,147.85,291.59,49.3
P0597,BrandD Owner,Personal Care,BrandD,73.49,105.66,30.45
P0598,BrandD Interesting,Apparel,,93.0,169.19,45.03
P0599,BrandA Let,Home & Kitchen,BrandA,67.15,131.38,48.89
P0600,BrandA Energy,Home & Kitchen,BrandB,178.15,221.76,19.67
P0601,BrandA Everything,Electronics,BrandC,120.84,199.66,39.48
P0602,BrandD Line,Electronics,BrandD,188.78,235.69,19.9
P0603,BrandD Make,Apparel,BrandA,24.75,31.8,22.17
P0604,BrandB Fact,Personal Care,BrandC,133.82,183.02,26.88
P0605,BrandA Speak,Electronics,BrandD,116.5,216.21,46.12
P0606,BrandB Fight,Electronics,BrandC,5.74,6.77,15.21
P0607,BrandD Build,Apparel,BrandA,10.02,12.56,20.22
P0608,BrandC Act,Electronics,BrandD,169.53,233.53,27.41
P0609,BrandD Movie,Personal Care,,179.5,240.26,25.29
P0610,BrandD Education,Apparel,BrandC,177.67,254.51,30.19
P0611,BrandD Step,Electronics,BrandC,90.75,121.34,25.21
P0612,BrandC Easy,Electronics,BrandB,151.69,257.98,41.2
P0613,BrandA Day,Home & Kitchen,BrandD,194.29,316.84,38.68
P0614,BrandA Well,Personal Care,BrandD,193.3,332.16,41.81
P0615,BrandD Computer,Apparel,BrandD,63.28,92.09,31.28
P0616,BrandA Stock,Apparel,BrandA,190.1,285.94,33.52
P0617,BrandB Health,Apparel,BrandB,29.61,43.85,32.47
P0618,BrandD Page,Apparel,BrandB,167.65,223.33,24.93
P0619,BrandA Themselves,Electronics,BrandD,113.49,181.23,37.38
P0620,BrandC Trade,Personal Care,BrandA,158.38,263.03,39.79
P0621,BrandD Prepare,Electronics,BrandD,34.18,55.03,37.89
P0622,BrandA Staff,Electronics,BrandA,158.22,297.57,46.83
P0623,BrandC Cause,Personal Care,BrandC,79.69,122.49,34.94
P0624,BrandD Theory,Electronics,BrandB,58.71,72.18,18.66
P0625,BrandD She,Electronics,BrandD,178.47,249.56,28.49
P0626,BrandB Public,Electronics,BrandD,184.56,352.02,47.57
P0627,BrandA Civil,Home & Kitchen,BrandC,65.64,122.0,46.2
P0628,BrandA Culture,Apparel,BrandB,63.59,112.51,43.48
P0629,BrandC Probably,Home & Kitchen,BrandD,122.97,145.15,15.28
P0630,BrandD Partner,Apparel,BrandD,149.48,266.6,43.93
P0631,BrandC Family,Electronics,BrandB,17.8,30.95,42.49
P0632,BrandD Pattern,Apparel,BrandA,38.88,73.39,47.02
P0633,BrandB Should,Electronics,BrandB,11.45,13.12,12.73
P0634,BrandC Quite,Apparel,BrandC,76.83,116.61,34.11
P0635,BrandD Door,Electronics,BrandA,52.18,80.35,35.06
P0636,BrandD White,Apparel,BrandD,119.44,168.98,29.32
P0637,BrandB Involve,Home & Kitchen,BrandA,60.59,87.73,30.94
P0638,BrandB Society,Apparel,BrandB,131.24,224.41,41.52
P0639,BrandC Fish,Personal Care,BrandA,173.6,342.07,49.25
P0640,BrandA Sort,Personal Care,BrandB,131.24,215.37,39.06
P0641,BrandA Activity,Apparel,BrandC,123.63,240.92,48.68
P0642,BrandC Level,Personal Care,BrandD,171.06,258.83,33.91
P0643,BrandB Off,Personal Care,BrandC,137.05,252.43,45.71
P0644,BrandD Nearly,Electronics,BrandA,104.75,177.67,41.04
P0645,BrandC Similar,Home & Kitchen,BrandC,138.46,212.34,34.79
P0646,BrandC Today,Home & Kitchen,BrandC,172.99,230.95,25.1
P0647,BrandC Almost,Apparel,BrandB,105.87,139.35,24.03
P0648,BrandA Certainly,Personal Care,BrandC,137.75,240.95,42.83
P0649,BrandD Reality,Home & Kitchen,BrandC,181.85,266.25,31.7
P0650,BrandA Senior,Apparel,BrandC,146.68,190.7,23.08
P0651,BrandD Board,Home & Kitchen,BrandC,169.86,315.36,46.14
P0652,BrandB Product,Home & Kitchen,,96.8,171.03,43.4
P0653,BrandB Method,Home & Kitchen,BrandA,48.34,62.89,23.14
P0654,BrandC Approach,Personal Care,BrandC,77.48,126.06,38.54
P0655,BrandD Can,Electronics,BrandD,15.47,25.85,40.15
P0656,BrandA Score,Personal Care,BrandB,102.59,192.95,46.83
P0657,BrandD Although,Home & Kitchen,BrandD,15.54,29.04,46.49
P0658,BrandB It,Apparel,BrandC,84.79,136.72,37.98
P0659,BrandD Writer,Apparel,BrandC,173.17,218.6,20.78
P0660,BrandA Lose,Personal Care,BrandC,128.05,161.23,20.58
P0661,BrandA Day,Electronics,BrandD,58.34,104.14,43.98
P0662,BrandB Writer,Apparel,BrandD,158.12,284.9,44.5
P0663,BrandB Something,Personal Care,BrandD,83.66,164.71,49.21
P0664,BrandD Look,Electronics,BrandA,109.09,191.74,43.11
P0665,BrandA Risk,Home & Kitchen,BrandB,8.49,9.37,9.39
P0666,BrandB Congress,Apparel,BrandC,65.86,78.53,16.13
P0667,BrandC Actually,Apparel,BrandA,165.65,226.67,26.92
P0668,BrandC No,Personal Care,BrandC,89.56,153.87,41.8
P0669,BrandB Personal,Home & Kitchen,BrandD,75.05,95.28,21.23
P0670,BrandD Modern,Electronics,BrandB,48.74,96.82,49.66
P0671,BrandB Good,Electronics,BrandB,29.02,50.49,42.52
P0672,BrandA Rich,Personal Care,BrandC,155.39,258.08,39.79
P0673,BrandA Production,Electronics,BrandA,14.41,17.35,16.95
P0674,BrandD Bring,Personal Care,BrandA,111.72,170.59,34.51
P0675,BrandB Happy,Apparel,BrandA,63.72,108.04,41.02
P0676,BrandC Realize,Apparel,,166.98,199.44,16.28
P0677,BrandA Thus,Home & Kitchen,,158.03,244.62,35.4
P0678,BrandB Leave,Home & Kitchen,BrandB,74.79,109.85,31.92
P0679,BrandB Until,Electronics,BrandD,182.52,313.82,41.84
P0680,BrandD Letter,Home & Kitchen,BrandB,5.53,9.43,41.36
P0681,BrandA Truth,Personal Care,BrandB,190.14,342.55,44.49
P0682,BrandA Let,Electronics,BrandC,130.65,197.42,33.82
P0683,BrandC Nation,Home & Kitchen,BrandD,14.77,27.06,45.42
P0684,BrandA Hear,Home & Kitchen,BrandC,161.31,222.84,27.61
P0685,BrandA Eat,Electronics,BrandA,6.89,8.44,18.36
P0686,BrandB Heart,Home & Kitchen,BrandC,179.43,351.61,48.97
P0687,BrandC Man,Electronics,BrandC,163.92,207.29,20.92
P0688,BrandD Key,Personal Care,BrandD,58.01,83.95,30.9
P0689,BrandD Side,Personal Care,BrandB,27.05,46.7,42.08
P0690,BrandA Laugh,Apparel,BrandA,86.13,140.54,38.71
P0691,BrandD Others,Apparel,BrandD,156.94,258.99,39.4
P0692,BrandB Because,Personal Care,,27.02,39.72,31.97
P0693,BrandA Board,Electronics,BrandC,132.72,147.47,10.0
P0694,BrandB Write,Home & Kitchen,BrandA,89.41,156.82,42.99
P0695,BrandD Charge,Home & Kitchen,BrandD,33.99,62.67,45.76
P0696,BrandA Practice,Electronics,BrandB,103.59,157.7,34.31
P0697,BrandD Cell,Apparel,BrandA,151.53,210.41,27.98
P0698,BrandC This,Home & Kitchen,BrandA,103.85,165.69,37.32
P0699,BrandD Herself,Personal Care,BrandB,20.37,30.55,33.32
P0700,BrandD Movement,Electronics,BrandD,92.18,111.25,17.14
P0701,BrandD Money,Electronics,BrandA,83.67,94.74,11.68
P0702,BrandA Rise,Electronics,BrandC,178.57,286.8,37.74
P0703,BrandD Lay,Home & Kitchen,BrandC,165.94,304.49,45.5
P0704,BrandD Four,Home & Kitchen,BrandD,144.75,206.55,29.92
P0705,BrandD Step,Electronics,BrandA,153.07,198.93,23.05
P0706,BrandC Floor,Home & Kitchen,BrandC,111.8,160.6,30.39
P0707,BrandA Training,Electronics,BrandB,101.02,185.84,45.64
P0708,BrandD Poor,Electronics,BrandC,124.12,157.48,21.18
P0709,BrandD Through,Apparel,BrandD,165.79,210.81,21.36
P0710,BrandC Next,Electronics,BrandD,14.07,23.5,40.13
P0711,BrandA Question,Personal Care,BrandD,133.4,261.54,48.99
P0712,BrandB Interesting,Personal Care,BrandA,108.42,124.0,12.56
P0713,BrandD Begin,Personal Care,BrandB,139.9,175.75,20.4
P0714,BrandB Lot,Electronics,BrandD,133.22,219.22,39.23
P0715,BrandC Stage,Personal Care,BrandD,196.0,377.17,48.03
P0716,BrandB When,Home & Kitchen,BrandD,192.9,380.68,49.33
P0717,BrandD Executive,Apparel,BrandB,85.49,147.9,42.2
P0718,BrandC Huge,Home & Kitchen,BrandB,44.17,73.4,39.82
P0719,BrandC Figure,Home & Kitchen,BrandB,196.36,330.88,40.66
P0720,BrandB Fill,Home & Kitchen,BrandA,153.35,246.29,37.74
P0721,BrandD Plan,Home & Kitchen,BrandD,162.62,255.39,36.32
P0722,BrandA Part,Personal Care,BrandB,15.35,17.67,13.13
P0723,BrandC Realize,Apparel,BrandC,138.26,170.31,18.82
P0724,BrandA Theory,Home & Kitchen,BrandB,151.95,171.56,11.43
P0725,BrandD Executive,Electronics,BrandB,149.77,240.4,37.7
P0726,BrandB Station,Home & Kitchen,BrandA,185.66,268.98,30.98
P0727,BrandC Across,Electronics,,150.02,192.44,22.04
P0728,BrandD Program,Apparel,BrandC,152.25,242.37,37.18
P0729,BrandB Modern,Apparel,BrandC,92.52,183.66,49.62
P0730,BrandA Actually,Apparel,BrandB,148.34,179.11,17.18
P0731,BrandA Ok,Personal Care,BrandC,113.54,138.18,17.83
P0732,BrandC Happen,Electronics,BrandC,95.93,186.46,48.55
P0733,BrandA Soon,Apparel,BrandC,121.39,218.05,44.33
P0734,BrandC Apply,Personal Care,BrandC,19.21,33.37,42.43
P0735,BrandB Eat,Apparel,BrandA,158.32,196.86,19.58
P0736,BrandD Participant,Electronics,BrandC,48.13,62.18,22.6
P0737,BrandC Apply,Home & Kitchen,,62.25,121.72,48.86
P0738,BrandD Market,Electronics,BrandA,135.44,203.31,33.38
P0739,BrandB Fine,Electronics,BrandC,79.37,144.18,44.95
P0740,BrandA Office,Personal Care,BrandC,110.35,149.47,26.17
P0741,BrandC Maybe,Personal Care,BrandD,13.55,25.86,47.6
P0742,BrandB Goal,Home & Kitchen,BrandA,189.9,237.5,20.04
P0743,BrandA Whatever,Electronics,BrandB,135.72,243.78,44.33
P0744,BrandD Church,Electronics,BrandB,109.86,190.33,42.28
P0745,BrandD Generation,Electronics,BrandB,9.63,16.81,42.71
P0746,BrandA Clear,Electronics,BrandA,15.58,28.27,44.89
P0747,BrandA Development,Apparel,BrandC,84.49,127.24,33.6
P0748,BrandD Traditional,Personal Care,BrandC,8.29,14.14,41.37
P0749,BrandA Commercial,Electronics,BrandA,141.67,165.09,14.19
P0750,BrandA Thus,Home & Kitchen,BrandC,123.28,166.84,26.11
P0751,BrandD Receive,Personal Care,BrandD,165.31,186.43,11.33
P0752,BrandB Teacher,Apparel,BrandB,150.62,273.69,44.97
P0753,BrandC Dinner,Apparel,BrandC,137.07,263.55,47.99
P0754,BrandC Natural,Electronics,BrandB,29.03,32.06,9.45
P0755,BrandD Ago,Electronics,BrandC,45.96,81.22,43.41
P0756,BrandC Once,Apparel,BrandD,181.6,338.92,46.42
P0757,BrandB Plant,Apparel,BrandB,48.05,88.95,45.98
P0758,BrandB Film,Electronics,BrandB,135.84,218.78,37.91
P0759,BrandA Summer,Personal Care,BrandA,61.68,71.59,13.84
P0760,BrandA Create,Apparel,BrandD,190.55,270.85,29.65
P0761,BrandB Around,Electronics,BrandC,125.81,240.31,47.65
P0762,BrandC Opportunity,Personal Care,BrandD,69.03,116.9,40.95
P0763,BrandB Suddenly,Home & Kitchen,BrandC,191.94,240.27,20.11
P0764,BrandC Friend,Apparel,BrandB,143.88,241.25,40.36
P0765,BrandC Blood,Home & Kitchen,,137.52,192.31,28.49
P0766,BrandD Room,Personal Care,BrandD,74.95,103.05,27.27
P0767,BrandA Market,Apparel,BrandA,169.15,316.79,46.61
P0768,BrandB Job,Apparel,BrandC,148.04,246.33,39.9
P0769,BrandA Specific,Electronics,BrandA,163.47,264.99,38.31
P0770,BrandB Piece,Electronics,BrandC,110.98,221.83,49.97
P0771,BrandD Impact,Apparel,BrandC,81.54,155.11,47.43
P0772,BrandC Fast,Apparel,BrandD,102.72,121.36,15.36
P0773,BrandC Onto,Electronics,BrandB,170.36,311.06,45.23
P0774,BrandB Star,Apparel,BrandD,36.05,58.03,37.88
P0775,BrandB Far,Personal Care,BrandC,12.88,22.99,43.98
P0776,BrandB Scientist,Electronics,BrandC,77.04,87.71,12.17
P0777,BrandB Hair,Home & Kitchen,BrandD,96.59,145.77,33.74
P0778,BrandA News,Electronics,BrandC,25.13,49.55,49.28
P0779,BrandC Recently,Home & Kitchen,BrandB,78.45,113.02,30.59
P0780,BrandA Two,Home & Kitchen,BrandD,194.67,253.19,23.11
P0781,BrandD Notice,Home & Kitchen,BrandC,99.94,153.3,34.81
P0782,BrandA North,Apparel,BrandD,37.29,43.61,14.49
P0783,BrandC Thus,Apparel,BrandB,41.45,59.11,29.88
P0784,BrandA Player,Apparel,BrandD,163.18,285.28,42.8
P0785,BrandD Pressure,Personal Care,BrandD,46.09,57.39,19.69
P0786,BrandD Physical,Electronics,BrandB,13.41,21.67,38.12
P0787,BrandB Some,Apparel,BrandA,178.71,220.2,18.84
P0788,BrandB Marriage,Home & Kitchen,BrandB,105.74,154.9,31.74
P0789,BrandA Lot,Home & Kitchen,BrandA,47.24,77.75,39.24
P0790,BrandD Coach,Personal Care,BrandB,47.78,70.22,31.96
P0791,BrandB Key,Apparel,BrandC,37.71,64.75,41.76
P0792,BrandD Benefit,Electronics,BrandB,78.75,96.0,17.97
P0793,BrandA Mission,Apparel,BrandD,166.17,273.34,39.21
P0794,BrandB Pm,Personal Care,BrandA,176.16,278.03,36.64
P0795,BrandA Especially,Electronics,BrandD,133.58,255.38,47.69
P0796,BrandA Impact,Personal Care,BrandD,77.22,87.96,12.21
P0797,BrandD Fact,Apparel,BrandD,158.96,229.4,30.71
P0798,BrandA Establish,Personal Care,BrandB,54.63,97.75,44.11
P0799,BrandA Bed,Home & Kitchen,BrandD,55.27,61.07,9.5
P0800,BrandA Customer,Electronics,BrandA,78.13,100.39,22.17
P0801,BrandC Laugh,Personal Care,BrandC,25.78,38.24,32.58
P0802,BrandC Others,Home & Kitchen,BrandD,115.11,190.01,39.42
P0803,BrandD She,Apparel,BrandD,112.66,180.46,37.57
