product_id,product_name,category,brand,cost_price,unit_price,margin_pct,profit_per_unit,price_range,margin_category
P0303,brand c blood,home & kitchen,brand d,190.15,214.71,11.44,24.560000000000002,mid Range,medium margin
P0304,brand b treatment,personal care,brand c,77.54,138.55,44.03,61.010000000000005,mid Range,high margin
P0305,brand b best,home & kitchen,brand d,66.31,89.57,25.97,23.25999999999999,budget,high margin
P0306,brand a federal,electronics,brand b,102.31,148.17,30.95,45.859999999999985,mid Range,high margin
P0307,brand a him,home & kitchen,brand c,142.29,184.0,22.67,41.71000000000001,mid Range,medium margin
P0308,brand c adult,personal care,brand b,28.91,53.99,46.45,25.080000000000002,budget,high margin
P0309,brand d partner,apparel,brand d,199.47,364.92,45.34,165.45000000000002,mid Range,high margin
P0310,brand c policy,home & kitchen,brand a,112.25,152.81,26.54,40.56,mid Range,high margin
P0311,brand c sign,apparel,brand b,159.77,248.9,35.81,89.13,mid Range,high margin
P0312,brand a already,apparel,brand b,51.16,79.02,35.26,27.86,budget,high margin
P0313,brand c trial,home & kitchen,brand d,161.71,258.17,37.36,96.46000000000001,mid Range,high margin
P0314,brand a check,electronics,brand c,82.64,144.23,42.7,61.58999999999999,mid Range,high margin
P0315,brand d gas,personal care,brand d,165.55,193.09,14.26,27.539999999999992,mid Range,medium margin
P0316,brand c start,electronics,brand d,95.84,150.05,36.13,54.21000000000001,mid Range,high margin
P0317,brand b none,apparel,brand b,89.36,171.54,47.91,82.17999999999999,mid Range,high margin
P0318,brand a mean,electronics,brand b,64.3,80.1,19.73,15.799999999999997,budget,medium margin
P0319,brand b role,home & kitchen,brand c,169.96,225.29,24.56,55.329999999999984,mid Range,medium margin
P0320,brand c summer,apparel,brand c,124.81,147.79,15.55,22.97999999999999,mid Range,medium margin
P0321,brand b usually,apparel,unknown,133.45,233.35,42.81,99.9,mid Range,high margin
P0322,brand c tree,electronics,brand a,20.84,40.71,48.81,19.87,budget,high margin
P0323,brand c rate,apparel,unknown,125.53,141.5,11.29,15.969999999999999,mid Range,medium margin
P0324,brand c somebody,home & kitchen,brand d,52.75,96.35,45.25,43.599999999999994,budget,high margin
P0325,brand d religious,home & kitchen,brand d,19.23,22.19,13.34,2.960000000000001,budget,medium margin
P0326,brand d half,personal care,brand d,95.57,134.39,28.89,38.81999999999999,mid Range,high margin
P0327,brand b head,home & kitchen,brand c,148.17,277.77,46.66,129.6,mid Range,high margin
P0328,brand d worry,apparel,brand c,105.42,126.04,16.36,20.620000000000005,mid Range,medium margin
P0329,brand b build,personal care,brand a,57.16,75.63,24.42,18.47,budget,medium margin
P0330,brand a trouble,electronics,brand c,189.35,355.55,46.74,166.20000000000002,mid Range,high margin
P0331,brand d machine,apparel,brand b,163.63,317.5,48.46,153.87,mid Range,high margin
P0332,brand c number,apparel,unknown,102.16,159.7,36.03,57.53999999999999,mid Range,high margin
P0333,brand d something,home & kitchen,brand d,9.52,18.57,48.73,9.05,budget,high margin
P0334,brand d while,apparel,brand b,118.75,135.83,12.57,17.080000000000013,mid Range,medium margin
P0335,brand c environment,personal care,brand d,60.72,67.24,9.7,6.519999999999996,budget,low margin
P0336,brand a feel,personal care,brand b,177.08,310.73,43.01,133.65,mid Range,high margin
P0337,brand d turn,home & kitchen,brand a,83.11,134.08,38.01,50.97000000000001,mid Range,high margin
P0338,brand b read,home & kitchen,brand c,19.34,30.05,35.64,10.71,budget,high margin
P0339,brand c lawyer,electronics,brand b,195.14,283.83,31.25,88.69,mid Range,high margin
P0340,brand c group,home & kitchen,brand b,43.82,68.28,35.82,24.46,budget,high margin
P0341,brand a now,electronics,brand a,31.72,44.4,28.56,12.68,budget,high margin
P0342,brand d church,personal care,unknown,123.22,192.71,36.06,69.49000000000001,mid Range,high margin
P0343,brand c computer,home & kitchen,brand b,81.63,135.09,39.57,53.46000000000001,mid Range,high margin
P0344,brand c including,home & kitchen,unknown,143.2,196.16,27.0,52.96000000000001,mid Range,high margin
P0345,brand a model,home & kitchen,brand c,136.39,270.31,49.54,133.92000000000002,mid Range,high margin
P0346,brand c and,electronics,brand d,56.78,95.96,40.83,39.17999999999999,budget,high margin
P0347,brand b camera,electronics,brand d,38.25,63.73,39.98,25.479999999999997,budget,high margin
P0348,brand d sport,apparel,brand b,11.16,21.8,48.81,10.64,budget,high margin
P0349,brand a base,apparel,brand a,91.0,134.4,32.29,43.400000000000006,mid Range,high margin
P0350,brand d either,apparel,brand d,102.85,169.74,39.41,66.89000000000001,mid Range,high margin
P0351,brand d debate,electronics,brand b,106.14,170.33,37.69,64.19000000000001,mid Range,high margin
P0352,brand d place,personal care,brand c,191.55,289.95,33.94,98.39999999999998,mid Range,high margin
P0353,brand c might,home & kitchen,brand c,123.96,157.81,21.45,33.85000000000001,mid Range,medium margin
P0354,brand b memory,home & kitchen,unknown,48.85,96.51,49.38,47.660000000000004,budget,high margin
P0355,brand c part,home & kitchen,unknown,139.6,215.0,35.07,75.4,mid Range,high margin
P0356,brand d interest,home & kitchen,brand c,61.12,98.78,38.13,37.660000000000004,budget,high margin
P0357,brand d animal,personal care,brand c,191.15,348.69,45.18,157.54,mid Range,high margin
P0358,brand c fight,electronics,unknown,191.29,224.02,14.61,32.73000000000002,mid Range,medium margin
P0359,brand d machine,home & kitchen,brand d,46.73,86.22,45.8,39.49,budget,high margin
P0360,brand c table,home & kitchen,brand b,26.3,46.47,43.4,20.169999999999998,budget,high margin
P0361,brand b mrs,apparel,brand a,135.62,214.0,36.63,78.38,mid Range,high margin
P0362,brand b understand,electronics,unknown,85.59,149.41,42.71,63.81999999999999,mid Range,high margin
P0363,brand a benefit,apparel,brand a,193.08,382.32,49.5,189.23999999999998,mid Range,high margin
P0364,brand b evidence,personal care,brand d,98.1,125.52,21.85,27.42,mid Range,medium margin
P0365,brand c through,home & kitchen,brand c,130.95,251.05,47.84,120.10000000000002,mid Range,high margin
P0366,brand a yeah,apparel,brand a,183.08,230.23,20.48,47.14999999999998,mid Range,medium margin
P0367,brand b why,electronics,unknown,158.65,201.12,21.12,42.47,mid Range,medium margin
P0368,brand c major,electronics,brand a,63.19,103.79,39.12,40.60000000000001,mid Range,high margin
P0369,brand c piece,home & kitchen,brand d,197.87,314.41,37.07,116.54000000000002,mid Range,high margin
P0370,brand d economy,apparel,brand d,58.2,106.39,45.3,48.19,mid Range,high margin
P0371,brand c range,apparel,brand d,131.42,229.56,42.75,98.14000000000001,mid Range,high margin
P0372,brand a or,home & kitchen,brand c,115.72,206.16,43.87,90.44,mid Range,high margin
P0373,brand b environment,personal care,brand d,105.48,124.26,15.11,18.78,mid Range,medium margin
P0374,brand a generation,apparel,brand b,98.1,190.53,48.51,92.43,mid Range,high margin
P0375,brand a research,home & kitchen,brand d,50.93,90.57,43.77,39.63999999999999,budget,high margin
P0376,brand c hard,home & kitchen,brand a,56.0,79.72,29.75,23.72,budget,high margin
P0377,brand b set,electronics,unknown,95.75,119.09,19.6,23.340000000000003,mid Range,medium margin
P0378,brand c himself,electronics,brand c,76.67,99.58,23.01,22.909999999999997,budget,medium margin
P0379,brand b outside,personal care,brand b,93.72,186.5,49.75,92.78,mid Range,high margin
P0380,brand c raise,personal care,unknown,152.68,278.15,45.11,125.46999999999997,mid Range,high margin
P0381,brand b someone,apparel,brand a,107.47,169.3,36.52,61.83000000000001,mid Range,high margin
P0382,brand c family,electronics,brand a,17.04,27.14,37.21,10.100000000000001,budget,high margin
P0383,brand b finally,apparel,brand b,68.98,108.18,36.24,39.2,mid Range,high margin
P0384,brand a commercial,apparel,brand d,22.73,35.44,35.86,12.709999999999997,budget,high margin
P0385,brand a door,personal care,brand b,105.08,158.79,33.82,53.709999999999994,mid Range,high margin
P0386,brand a recent,personal care,brand c,146.04,212.69,31.34,66.65,mid Range,high margin
P0387,brand a happen,apparel,brand a,13.83,19.5,29.08,5.67,budget,high margin
P0388,brand a scene,electronics,brand a,197.3,300.86,34.42,103.56,mid Range,high margin
P0389,brand c occur,personal care,brand b,154.95,277.24,44.11,122.29000000000002,mid Range,high margin
P0390,brand d minute,home & kitchen,unknown,92.46,178.02,48.06,85.56000000000002,mid Range,high margin
P0391,brand d different,personal care,brand a,138.13,234.22,41.03,96.09,mid Range,high margin
P0392,brand b must,home & kitchen,brand a,39.8,63.02,36.85,23.220000000000006,budget,high margin
P0393,brand b put,apparel,brand a,152.45,301.95,49.51,149.5,mid Range,high margin
P0394,brand d set,personal care,brand d,165.56,219.0,24.4,53.44,mid Range,medium margin
P0395,brand c charge,apparel,brand c,41.75,78.81,47.02,37.06,budget,high margin
P0396,brand a power,electronics,brand d,124.91,242.65,48.52,117.74000000000001,mid Range,high margin
P0397,brand a officer,apparel,brand b,18.12,29.62,38.83,11.5,budget,high margin
P0398,brand d always,electronics,brand b,149.41,218.44,31.6,69.03,mid Range,high margin
P0399,brand b figure,apparel,brand a,32.33,64.47,49.85,32.14,budget,high margin
P0400,brand b window,home & kitchen,brand c,51.2,96.7,47.05,45.5,budget,high margin
P0401,brand b while,personal care,brand c,58.66,93.92,37.54,35.260000000000005,budget,high margin
P0402,brand b few,personal care,brand d,14.14,19.94,29.09,5.800000000000001,budget,high margin
P0403,brand d official,home & kitchen,brand d,84.61,115.91,27.0,31.299999999999997,mid Range,high margin
P0404,brand b recognize,personal care,brand b,170.62,233.86,27.04,63.24000000000001,mid Range,high margin
P0405,brand b charge,personal care,brand a,114.67,226.02,49.27,111.35000000000001,mid Range,high margin
P0406,brand b knowledge,personal care,brand b,54.72,76.46,28.43,21.739999999999995,budget,high margin
P0407,brand a purpose,personal care,brand c,23.03,40.35,42.92,17.32,budget,high margin
P0408,brand b traditional,electronics,brand c,78.55,129.17,39.19,50.61999999999999,mid Range,high margin
P0409,brand a technology,electronics,brand b,161.91,263.72,38.61,101.81000000000003,mid Range,high margin
P0410,brand b much,personal care,brand b,174.55,244.31,28.55,69.75999999999999,mid Range,high margin
P0411,brand a policy,apparel,unknown,192.61,232.21,17.05,39.599999999999994,mid Range,medium margin
P0412,brand d i,apparel,brand b,82.34,108.31,23.98,25.97,mid Range,medium margin
P0413,brand c sell,home & kitchen,brand d,95.92,161.51,40.61,65.58999999999999,mid Range,high margin
P0414,brand c both,home & kitchen,brand c,105.0,162.49,35.38,57.49000000000001,mid Range,high margin
P0415,brand a analysis,personal care,brand c,183.29,262.77,30.25,79.47999999999999,mid Range,high margin
P0416,brand d central,electronics,brand b,149.54,166.68,10.28,17.140000000000015,mid Range,medium margin
P0417,brand d its,home & kitchen,brand b,43.26,56.54,23.49,13.280000000000001,budget,medium margin
P0418,brand b including,personal care,brand c,55.18,101.5,45.64,46.32,mid Range,high margin
P0419,brand d build,personal care,brand b,147.89,209.55,29.42,61.660000000000025,mid Range,high margin
P0420,brand b particular,personal care,brand b,183.8,291.86,37.02,108.06,mid Range,high margin
P0421,brand a necessary,electronics,brand a,189.31,322.09,41.22,132.77999999999997,mid Range,high margin
P0422,brand a rate,personal care,brand b,169.3,221.49,23.56,52.19,mid Range,medium margin
P0423,brand b community,electronics,unknown,103.62,148.79,30.36,45.16999999999999,mid Range,high margin
P0424,brand d first,personal care,brand a,6.29,10.04,37.35,3.749999999999999,budget,high margin
P0425,brand a step,electronics,brand c,109.47,148.66,26.36,39.19,mid Range,high margin
P0426,brand d author,apparel,brand a,184.02,289.27,36.38,105.24999999999997,mid Range,high margin
P0427,brand b author,apparel,unknown,163.97,219.82,25.41,55.849999999999994,mid Range,high margin
P0428,brand d less,electronics,brand c,192.06,290.61,33.91,98.55000000000001,mid Range,high margin
P0429,brand b watch,apparel,brand c,138.39,257.83,46.33,119.44,mid Range,high margin
P0430,brand a place,electronics,brand d,78.96,126.13,37.4,47.17,mid Range,high margin
P0431,brand a agree,electronics,brand b,21.12,39.3,46.26,18.179999999999996,budget,high margin
P0432,brand c movement,electronics,brand a,49.8,95.18,47.68,45.38000000000001,budget,high margin
P0433,brand d determine,home & kitchen,brand a,185.21,317.82,41.72,132.60999999999999,mid Range,high margin
P0434,brand c follow,electronics,brand b,186.11,257.4,27.7,71.28999999999996,mid Range,high margin
P0435,brand b team,apparel,brand d,186.13,254.88,26.97,68.75,mid Range,high margin
P0436,brand b pay,personal care,brand c,79.85,141.0,43.37,61.150000000000006,mid Range,high margin
P0437,brand a many,home & kitchen,brand a,24.05,31.48,23.6,7.43,budget,medium margin
P0438,brand a raise,home & kitchen,brand d,193.94,270.3,28.25,76.36000000000001,mid Range,high margin
P0439,brand c address,personal care,unknown,49.49,79.07,37.41,29.57999999999999,budget,high margin
P0440,brand d return,personal care,brand b,137.54,233.08,40.99,95.54000000000002,mid Range,high margin
P0441,brand a remember,home & kitchen,brand b,144.06,169.1,14.81,25.039999999999992,mid Range,medium margin
P0442,brand b young,personal care,brand b,149.23,206.69,27.8,57.46000000000001,mid Range,high margin
P0443,brand a bed,electronics,brand a,188.88,283.37,33.35,94.49000000000001,mid Range,high margin
P0444,brand c choice,electronics,brand b,22.02,32.76,32.78,10.739999999999998,budget,high margin
P0445,brand d show,electronics,brand a,22.48,35.94,37.45,13.459999999999997,budget,high margin
P0446,brand c whole,personal care,brand a,61.91,89.71,30.99,27.799999999999997,budget,high margin
P0447,brand a about,apparel,brand b,138.64,173.65,20.16,35.01000000000002,mid Range,medium margin
P0448,brand c letter,home & kitchen,brand c,101.16,117.04,13.57,15.88000000000001,mid Range,medium margin
P0449,brand d what,home & kitchen,brand d,63.45,114.49,44.58,51.03999999999999,mid Range,high margin
P0450,brand c base,home & kitchen,brand b,145.58,225.1,35.33,79.51999999999998,mid Range,high margin
P0451,brand b sell,personal care,brand a,31.42,34.75,9.58,3.3299999999999983,budget,low margin
P0452,brand d happen,home & kitchen,brand d,161.79,225.95,28.4,64.16,mid Range,high margin
P0453,brand c down,personal care,brand b,63.58,104.45,39.13,40.870000000000005,mid Range,high margin
P0454,brand b performance,personal care,brand c,39.64,57.81,31.43,18.17,budget,high margin
P0455,brand c back,home & kitchen,brand d,193.71,349.41,44.56,155.70000000000002,mid Range,high margin
P0456,brand c leg,personal care,brand c,164.22,238.72,31.21,74.5,mid Range,high margin
P0457,brand a resource,apparel,brand b,137.93,220.01,37.31,82.07999999999998,mid Range,high margin
P0458,brand d force,apparel,brand d,160.55,296.72,45.89,136.17000000000002,mid Range,high margin
P0459,brand a me,personal care,brand d,32.14,44.11,27.14,11.969999999999999,budget,high margin
P0460,brand c miss,apparel,brand d,158.87,185.33,14.28,26.460000000000008,mid Range,medium margin
P0461,brand d training,personal care,brand d,111.01,201.11,44.8,90.10000000000001,mid Range,high margin
P0462,brand c ever,electronics,brand a,154.95,262.15,40.89,107.19999999999999,mid Range,high margin
P0463,brand c front,apparel,brand a,114.83,192.98,40.5,78.14999999999999,mid Range,high margin
P0464,brand d receive,home & kitchen,brand d,25.66,30.5,15.87,4.84,budget,medium margin
P0465,brand b exist,apparel,brand d,77.95,118.23,34.07,40.28,mid Range,high margin
P0466,brand b ok,home & kitchen,brand a,99.14,135.41,26.79,36.269999999999996,mid Range,high margin
P0467,brand a performance,electronics,brand b,72.92,102.73,29.02,29.810000000000002,mid Range,high margin
P0468,brand b forget,personal care,brand c,97.85,146.22,33.08,48.370000000000005,mid Range,high margin
P0469,brand d keep,home & kitchen,brand a,63.55,116.24,45.33,52.69,mid Range,high margin
P0470,brand a site,electronics,brand c,131.35,224.53,41.5,93.18,mid Range,high margin
P0471,brand b back,apparel,brand b,112.62,157.43,28.46,44.81,mid Range,high margin
P0472,brand d wear,personal care,brand b,160.56,267.62,40.0,107.06,mid Range,high margin
P0473,brand b ever,personal care,brand d,10.69,17.67,39.5,6.980000000000002,budget,high margin
P0474,brand b condition,personal care,brand d,80.82,140.16,42.34,59.34,mid Range,high margin
P0475,brand b particular,home & kitchen,brand a,117.58,213.94,45.04,96.36,mid Range,high margin
P0476,brand b course,home & kitchen,brand c,43.43,52.23,16.85,8.799999999999997,budget,medium margin
P0477,brand d attorney,home & kitchen,brand d,124.21,202.25,38.59,78.04,mid Range,high margin
P0478,brand c window,home & kitchen,brand d,125.39,229.76,45.43,104.36999999999999,mid Range,high margin
P0479,brand c bed,electronics,brand b,66.07,86.86,23.94,20.790000000000006,budget,medium margin
P0480,brand a glass,apparel,brand c,140.22,218.71,35.89,78.49000000000001,mid Range,high margin
P0481,brand d according,apparel,brand d,87.49,134.56,34.98,47.07000000000001,mid Range,high margin
P0482,brand b reach,apparel,brand d,61.32,77.78,21.16,16.46,budget,medium margin
P0483,brand d buy,electronics,brand c,190.61,292.81,34.9,102.19999999999999,mid Range,high margin
P0484,brand b effect,personal care,brand d,84.78,130.78,35.17,46.0,mid Range,high margin
P0485,brand d political,personal care,brand b,21.12,23.82,11.34,2.6999999999999993,budget,medium margin
P0486,brand b into,home & kitchen,brand a,58.6,92.81,36.86,34.21,budget,high margin
P0487,brand b will,personal care,brand d,112.2,134.85,16.8,22.64999999999999,mid Range,medium margin
P0488,brand a executive,home & kitchen,brand c,110.7,197.17,43.86,86.46999999999998,mid Range,high margin
P0489,brand d girl,apparel,brand d,24.97,46.12,45.86,21.15,budget,high margin
P0490,brand b five,home & kitchen,brand a,92.7,131.05,29.26,38.35000000000001,mid Range,high margin
P0491,brand a chance,personal care,brand a,156.25,205.2,23.85,48.94999999999999,mid Range,medium margin
P0492,brand c administration,personal care,brand b,125.15,226.07,44.64,100.91999999999999,mid Range,high margin
P0493,brand b lay,electronics,brand c,108.79,178.11,38.92,69.32000000000001,mid Range,high margin
P0494,brand b reveal,home & kitchen,brand c,61.42,82.34,25.41,20.92,budget,high margin
P0495,brand a never,apparel,brand d,184.16,367.07,49.83,182.91,mid Range,high margin
P0496,brand b where,apparel,brand b,33.52,46.59,28.05,13.07,budget,high margin
P0497,brand b country,personal care,brand d,32.72,54.61,40.08,21.89,budget,high margin
P0498,brand d south,personal care,brand d,19.73,35.81,44.9,16.080000000000002,budget,high margin
P0499,brand a author,personal care,brand c,140.47,265.43,47.08,124.96000000000001,mid Range,high margin
P0500,brand d what,personal care,brand c,118.48,222.98,46.87,104.49999999999999,mid Range,high margin
P0501,brand a book,personal care,brand c,170.77,310.14,44.94,139.36999999999998,mid Range,high margin
P0502,brand d hard,apparel,brand d,165.85,256.28,35.29,90.42999999999998,mid Range,high margin
P0503,brand c entire,home & kitchen,brand c,111.73,136.04,17.87,24.309999999999988,mid Range,medium margin
P0504,brand d nice,home & kitchen,brand a,13.96,23.22,39.88,9.259999999999998,budget,high margin
P0505,brand d again,electronics,brand a,186.24,231.34,19.5,45.099999999999994,mid Range,medium margin
P0506,brand d suggest,electronics,brand d,44.45,76.44,41.85,31.989999999999995,budget,high margin
P0507,brand b prepare,home & kitchen,brand b,175.51,331.53,47.06,156.01999999999998,mid Range,high margin
P0508,brand a scientist,home & kitchen,brand c,21.07,35.78,41.11,14.71,budget,high margin
P0509,brand b offer,electronics,brand d,126.99,222.66,42.97,95.67,mid Range,high margin
P0510,brand b structure,personal care,brand a,142.22,156.58,9.17,14.360000000000014,mid Range,low margin
P0511,brand d certainly,electronics,brand b,120.77,189.31,36.21,68.54,mid Range,high margin
P0512,brand d once,electronics,brand a,140.64,258.13,45.52,117.49000000000001,mid Range,high margin
P0513,brand d yet,apparel,brand d,18.81,27.18,30.79,8.370000000000001,budget,high margin
P0514,brand a federal,electronics,brand c,76.67,104.99,26.97,28.319999999999993,mid Range,high margin
P0515,brand d range,apparel,brand b,18.34,29.47,37.77,11.129999999999999,budget,high margin
P0516,brand b great,personal care,brand c,145.87,242.91,39.95,97.03999999999999,mid Range,high margin
P0517,brand b police,personal care,brand d,172.69,203.43,15.11,30.74000000000001,mid Range,medium margin
P0518,brand a war,apparel,brand a,119.97,173.43,30.83,53.46000000000001,mid Range,high margin
P0519,brand d cup,home & kitchen,brand b,53.32,89.59,40.48,36.27,budget,high margin
P0520,brand b blue,home & kitchen,brand a,170.34,288.31,40.92,117.97,mid Range,high margin
P0521,brand c head,apparel,brand b,150.83,206.03,26.79,55.19999999999999,mid Range,high margin
P0522,brand a citizen,apparel,brand d,80.25,105.69,24.07,25.439999999999998,mid Range,medium margin
P0523,brand a director,electronics,unknown,187.12,228.06,17.95,40.94,mid Range,medium margin
P0524,brand d see,home & kitchen,brand b,153.73,301.16,48.95,147.43000000000004,mid Range,high margin
P0525,brand a democratic,electronics,brand a,7.69,9.95,22.71,2.259999999999999,budget,medium margin
P0526,brand a arrive,personal care,brand c,127.57,197.85,35.52,70.28,mid Range,high margin
P0527,brand d decide,personal care,brand d,21.07,33.35,36.82,12.280000000000001,budget,high margin
P0528,brand b evening,home & kitchen,brand a,65.43,102.08,35.9,36.64999999999999,mid Range,high margin
P0529,brand b hope,apparel,brand c,81.19,135.66,40.15,54.47,mid Range,high margin
P0530,brand a firm,home & kitchen,brand d,147.34,274.32,46.29,126.97999999999999,mid Range,high margin
P0531,brand a week,apparel,brand a,185.3,223.17,16.97,37.869999999999976,mid Range,medium margin
P0532,brand a candidate,home & kitchen,brand b,28.29,49.14,42.43,20.85,budget,high margin
P0533,brand a become,apparel,brand d,190.84,299.75,36.33,108.91,mid Range,high margin
P0534,brand c region,apparel,brand c,29.75,53.64,44.54,23.89,budget,high margin
P0535,brand c produce,electronics,brand a,70.33,104.54,32.72,34.21000000000001,mid Range,high margin
P0536,brand a live,home & kitchen,brand a,101.75,158.7,35.89,56.94999999999999,mid Range,high margin
P0537,brand a someone,personal care,brand b,76.7,101.98,24.79,25.28,mid Range,medium margin
P0538,brand a read,electronics,brand b,149.45,164.74,9.28,15.29000000000002,mid Range,low margin
P0539,brand a painting,apparel,brand a,96.99,140.12,30.78,43.13000000000001,mid Range,high margin
P0540,brand b as,apparel,brand a,112.81,216.88,47.99,104.07,mid Range,high margin
P0541,brand d tough,apparel,brand c,53.41,102.78,48.03,49.370000000000005,mid Range,high margin
P0542,brand c drop,home & kitchen,brand a,116.45,140.61,17.18,24.16000000000001,mid Range,medium margin
P0543,brand a look,apparel,brand b,161.85,320.99,49.58,159.14000000000001,mid Range,high margin
P0544,brand d available,electronics,brand d,173.88,312.32,44.33,138.44,mid Range,high margin
P0545,brand c as,home & kitchen,brand a,112.85,124.94,9.68,12.090000000000003,mid Range,low margin
P0546,brand b hospital,home & kitchen,brand c,149.22,196.72,24.15,47.5,mid Range,medium margin
P0547,brand c dark,personal care,brand b,147.83,235.33,37.18,87.5,mid Range,high margin
P0548,brand b note,apparel,brand a,186.82,209.52,10.83,22.700000000000017,mid Range,medium margin
P0549,brand c drop,electronics,brand c,5.29,8.95,40.89,3.6599999999999993,budget,high margin
P0550,brand c wish,electronics,brand b,108.31,142.36,23.92,34.05000000000001,mid Range,medium margin
P0551,brand d condition,electronics,brand b,143.77,170.18,15.52,26.409999999999997,mid Range,medium margin
P0552,brand b president,personal care,brand c,94.4,167.38,43.6,72.97999999999999,mid Range,high margin
P0553,brand a shoulder,apparel,brand d,19.59,31.56,37.93,11.969999999999999,budget,high margin
P0554,brand d simple,apparel,brand b,61.88,115.46,46.41,53.57999999999999,mid Range,high margin
P0555,brand d institution,home & kitchen,brand c,93.29,122.23,23.68,28.939999999999998,mid Range,medium margin
P0556,brand b agent,apparel,brand a,35.31,44.06,19.86,8.75,budget,medium margin
P0557,brand d name,home & kitchen,brand d,28.54,40.6,29.7,12.060000000000002,budget,high margin
P0558,brand b specific,personal care,brand c,95.35,178.04,46.44,82.69,mid Range,high margin
P0559,brand a character,apparel,brand c,166.15,286.97,42.1,120.82000000000002,mid Range,high margin
P0560,brand a effort,apparel,brand c,33.92,59.02,42.53,25.1,budget,high margin
P0561,brand c several,personal care,brand a,137.05,182.85,25.05,45.79999999999998,mid Range,high margin
P0562,brand b charge,electronics,brand d,171.65,274.7,37.51,103.04999999999998,mid Range,high margin
P0563,brand b require,electronics,brand d,24.87,45.12,44.88,20.249999999999996,budget,high margin
P0564,brand a eat,electronics,brand a,166.92,331.22,49.6,164.30000000000004,mid Range,high margin
P0565,brand b sister,apparel,brand d,77.59,129.36,40.02,51.77000000000001,mid Range,high margin
P0566,brand a now,home & kitchen,brand a,9.25,10.71,13.63,1.4600000000000009,budget,medium margin
P0567,brand d them,apparel,brand a,181.49,335.11,45.84,153.62,mid Range,high margin
P0568,brand c person,electronics,brand a,188.74,216.22,12.71,27.47999999999999,mid Range,medium margin
P0569,brand d loss,personal care,brand d,10.75,18.44,41.7,7.690000000000001,budget,high margin
P0570,brand b marriage,home & kitchen,unknown,182.12,245.4,25.79,63.28,mid Range,high margin
P0571,brand d enough,apparel,brand a,124.75,206.5,39.59,81.75,mid Range,high margin
P0572,brand c responsibility,personal care,brand d,177.14,271.22,34.69,94.08000000000004,mid Range,high margin
P0573,brand a think,home & kitchen,brand d,31.76,40.64,21.85,8.879999999999999,budget,medium margin
P0574,brand b little,electronics,brand d,157.47,224.11,29.74,66.64000000000001,mid Range,high margin
P0575,brand d help,home & kitchen,brand c,80.73,101.87,20.75,21.14,mid Range,medium margin
P0576,brand c floor,apparel,brand a,179.67,323.53,44.47,143.85999999999999,mid Range,high margin
P0577,brand a only,personal care,brand c,154.53,309.01,49.99,154.48,mid Range,high margin
P0578,brand b recent,electronics,brand b,133.09,178.32,25.36,45.22999999999999,mid Range,high margin
P0579,brand a see,apparel,brand d,74.19,137.64,46.1,63.44999999999999,mid Range,high margin
P0580,brand b foot,apparel,brand b,120.54,220.06,45.22,99.52,mid Range,high margin
P0581,brand c quality,electronics,brand c,189.77,305.01,37.78,115.23999999999998,mid Range,high margin
P0582,brand b name,personal care,brand c,39.23,44.49,11.82,5.260000000000005,budget,medium margin
P0583,brand a history,apparel,brand b,8.89,13.6,34.63,4.709999999999999,budget,high margin
P0584,brand c military,apparel,brand b,71.45,90.01,20.62,18.560000000000002,budget,medium margin
P0585,brand c bill,electronics,brand a,33.8,58.62,42.34,24.82,budget,high margin
P0586,brand b and,electronics,brand c,192.31,276.2,30.37,83.88999999999999,mid Range,high margin
P0587,brand d offer,electronics,brand c,63.84,78.06,18.22,14.219999999999999,budget,medium margin
P0588,brand b economy,personal care,brand d,131.59,165.38,20.43,33.78999999999999,mid Range,medium margin
P0589,brand c today,apparel,brand b,78.78,138.7,43.2,59.91999999999999,mid Range,high margin
P0590,brand c source,apparel,brand b,147.12,287.46,48.82,140.33999999999997,mid Range,high margin
P0591,brand d them,electronics,brand b,122.47,236.24,48.16,113.77000000000001,mid Range,high margin
P0592,brand b conference,electronics,brand d,32.43,57.43,43.53,25.0,budget,high margin
P0593,brand b specific,home & kitchen,brand c,37.74,71.58,47.28,33.839999999999996,budget,high margin
P0594,brand a and,home & kitchen,brand d,7.22,9.3,22.37,2.080000000000001,budget,medium margin
P0595,brand a style,home & kitchen,brand c,158.47,277.06,42.8,118.59,mid Range,high margin
P0596,brand a reveal,personal care,unknown,147.85,291.59,49.3,143.73999999999998,mid Range,high margin
P0597,brand d owner,personal care,brand d,73.49,105.66,30.45,32.17,mid Range,high margin
P0598,brand d interesting,apparel,unknown,93.0,169.19,45.03,76.19,mid Range,high margin
P0599,brand a let,home & kitchen,brand a,67.15,131.38,48.89,64.22999999999999,mid Range,high margin
P0600,brand a energy,home & kitchen,brand b,178.15,221.76,19.67,43.609999999999985,mid Range,medium margin
P0601,brand a everything,electronics,brand c,120.84,199.66,39.48,78.82,mid Range,high margin
P0602,brand d line,electronics,brand d,188.78,235.69,19.9,46.91,mid Range,medium margin
P0603,brand d make,apparel,brand a,24.75,31.8,22.17,7.050000000000001,budget,medium margin
P0604,brand b fact,personal care,brand c,133.82,183.02,26.88,49.20000000000002,mid Range,high margin
P0605,brand a speak,electronics,brand d,116.5,216.21,46.12,99.71000000000001,mid Range,high margin
P0606,brand b fight,electronics,brand c,5.74,6.77,15.21,1.0299999999999994,budget,medium margin
